"ulasan","label"
"Saya kasih bintang 1 dlu krn Upgrade aplikasi terbaru sangat lemot susah dioperasikan tdk spt aplikasi sebelumnya pdhl saya pengguna aktif tiap mgg pst pakai aplikasi KAI jd hapal bgt perbedaanya dg aplikasi sblmnya, saat memilih kereta loading super lama dan menampilkan kereta yg tiketnya sdh hbs diletakkan berurutan dg yg msh shg jd pengecoh, kalau mau lounching aplikasi terbaru mgkn bisa diuji coba terlebih dahulu biar lbh mermanfaat drpd keribetannya","Negatif"
"PECAT UI/UX DESIGNERNYA SUMPAH !!! UI bagus tapi UX jelek, UI/UX designernyagausah ngide dah modal bagusin tampilan tapi user journey ga diperhatiin makin ribet, belajar lagi UI/UX nya :v","Positif"
"Diupdate kok malah ga bisa beli tiket ya... muter terus... tolong kedepannya jagan UI nya aja yg diperbaiki... mending versi yg lama.. versi yg baru jelek banget performanya..","Negatif"
"Setelah di update dan tampilan baru malah lebih ..parah bug ny..loading lama....lemot..malah setelah update data nik berubah gmn ini team ...IT ny","Negatif"
"Bagusan aplikasi lama. Pilihan reduksi tidak muncul. Dari segi visualisasi ,membagongkan tdk enak dilihat dan sulit dipahami. User interface tuh jangan ramai banget warnanya. user suka yg simpel. Apakah sblm launching tdk di uji dan analisis dulu ke user sampel. Balik kayak yg lama aja, simpel. Kl pun mau tambah fungsi, ya jangan diubah tampilannya semua.","Negatif"
"Saya menyarankan untuk mengembalikan antarmuka aplikasi seperti sebelumnya, yang setelah update baru jadi sulit untuk membedakan tiket yang masih ada sama yang sudah habis","Negatif"
"Masih user friendly aplikasi yang lama","Negatif"
"Sy baru sadar kalau apk nya di upgrade, tampilannya bagus, tapi kok ini malah lemot skli, dan ngebug terus. Setiap mau pesen tiket antar kota selalu tidak tersedia? ini gmna si min, bagusan yg lama. Sy juga lihat balasan adminnya disini malah suruh update atau log ini lagi, udah sy coba segala cara sama ajaaaaaa, padahal ini apk sdh versi pling terbaru","Positif"
"Tampilan baru mengecewakan l..Mau bayar knp kadaluarsa terus sih..","Negatif"
"Bagusan desain sebelumnya, lebih elegan,simple,gak seperti di prank. Sekarang lambat, bikin bingung. Harusnya diperbaiki kualitasnya pembayaran ewallet ditambah opsinya, dll","Negatif"
"Woi admin balikin ke aplikasi lama lah.. lemot banget aplikasi update baru.. Setelah update malah makin tdk user friendly, filter hanya ada 1 pilihan (dulu bisa by waktu, harga, dan kelas), pilih kursi juga hrs scroll atas bawah (dulu 1 layar tampak semua), hadeuh bukannya makin maju","Negatif"
"Setiap ada update bukannya lebih baik malah banyak masalah, padahal yang kemarin sudah bagus dan friendly user.. Dan yang ini lebih parah.. mau bayar ga bisa bisa.. ""waktu anda telah habis...""..padahal baru mencet metode pembayaran.. Tolong menu RESCHEDULE dan REFUND agar DIMUNCULKAN KEMBALI krn buat yg sering berubah keberangkatan sangat2 membantu.. sudah banyak ulasan dan kasih bintang 1, smg tim KAI bisa segera memperbaiki..","Positif"
"Tampilan bagus, tp makin lama loadingnya. Mending versi yang lama. Simpel tp cepet","Positif"
"ini ga di testing dulu apa gimana sih pas mau deploy ke prod, masa setelah di update ke UI baru aplikasi malah ngelag gak bisa digunakan sama sekali, lemot parah","Negatif"
"Baru sadar ada pembaruan dari KAI Access ke Access by KAI. Kirain ngga sengaja uninstall taunya ganti nama. Fiturnya makin banyak, iconnya makin banyak. Udah enak tampilan sebelumnya sih. Udah bener buat layanan pesen tiket doang sih, sekarang jual pulsa, data, bayar listrik. App nya makin berat, buat pesen tiket makin susah, daftar stasiunnya nggak muncul.","Negatif"
"Menjadi Tidak Simple .","Negatif"
"Aplikasi terupdate otomatis.. Tampilannya skrg tambah ribet dan bikin bingung.. Lebih simpel tampilan yg lama.. Seharusnya klo memang ada update lebih mempermudah..ini malah sebaliknya..","Negatif"
"Upgrade malah lemot, interface enak yg lama. Mo beli tiket malah jadi susah, mohon di perbaiki. Pengguna setia KAI tiap weekend","Negatif"
"Tampilan yg semakin memudahkan","Positif"
"Tampilan UI jelek, padahal lebih simpel dan elegan yg dulu ðŸ˜ŒðŸ˜Œ","Negatif"
"Secara UI sudah oke namun secara ux yang kurang, terutama saat mencari danmembeli tiket, harusnya tiket yang sudah sebagian sold rangenya di tulis mulai dari yang available bukan dari range harga awal. Trus ditawarkan memilih makanan saat memesan tiket adalah hal yang konyol, pilihan membeli tiket dari h-45 hari namun sudah di tanyain ingin membeli makanan apa itu hal aneh. Kecewa sih sama ux yang sekarang, better yg kemarin","Positif"
"Ada bangku tapi pas dipilih seat no available.... payah.....makin diupdate makin payah. Tampilan gak user friendly, makin berat, dan problem lama belum solve juga","Negatif"
"Kembalikan KAI access yg dulu. Yg ini jelek banget. Liat tiket kek misteri. Harga gk langsung muncul harus klik lagi. Gk user friendly ini. Update tu makin baik ini kemunduran.","Negatif"
"Maaf sebelumnya saya mau komplain kepada programmer yang mendesain tampilan UI serta UX pada aplikasi access ini, saya lebih suka tampilan yang sebelumnya dikarenakan tampilan yang sekarang terlalu banyak data yang di stored sehingga aplikasi ini tidak responsif seperti versi yang sebelumnya","Negatif"
"Tampilan yg sekarang bagus dan mudah, sangat nyaman","Positif"
"Tiba2 ngupdate sendiri dan udah berubah tampilan baru, tetapi jadi lemoooot. Aseli baru mau pake untuk masuk naek kereta, buka aplikasi nya jadi luamaaa pake bangeet ðŸ˜­ðŸ˜­ untung ga ketinggalan kereta gegara lama mau boarding ðŸ˜­ðŸ˜­ dan hari ini mau buka aplikasi aja masa harus log in lageee. Dan lemoooot nya juga pake banget, segini udah dibantu dengan jaringan wifi ðŸ˜­ðŸ˜­","Negatif"
"Tampilannya bagus, tapi saat mau masuk ke aplikasi lamanya mbuat emosi banget","Positif"
"Lebih mudah digunakan yg tampilan lama, yg baru lebih ruwet dan membuka aplikasi nya lama banget","Negatif"
"UI klo belom mateng gausa di launching, nyusahin doang stuck di loading screen","Negatif"
"Setelah update yang terbaru tampilan oke, tapi kualitas menurun banget. Load lama pas buka app, atau pas mencet menu, pas mau ke pembayaran juga load lama banget, pembayarannya sempet gagal. Kita butuh cepet, simple, dan mudah. Ga butuh yang tampilan modern banget atau ala ala anak muda tapi performanya kurang gini apalagi buat yang kebutuhannya setiap hari.","Positif"
"Wahh tampilan nya sekarang ok banget. Cuma sayang metode pembayaran masih dibatasi kartu debit mandiri sama OVO. Mohon tambahin dong ewallet Gopay dan DANA. Terus debit BRI, Mandiri, sama BCA.","Positif"
"Update besar2an aplikasi KAI semakin bagus, respon cepat dan UI keren. Cuma ada kekurangan yaitu metode pembayaran e wallet cuma ada opsi OVO, mungkin kedepan bisa ditambahkan wallet lain seperti gopay, shopeepay, dana atau virtual account.","Positif"
"Setelah update jadi ga user friendly dan lebih ribet. Qris juga ga ke detect waktu bayar.","Negatif"
"Nggak jelas banget ni aplikasi, ketika di masukan email data nggak kedeteksi, padahal dulu udah daftat dan sering makai juga, tiba2 setelah di perbaharui data tidak terdeteksi oleh sistemnya. Udah tampilan biasa aja bermasalah pula, udah coba install ulang tetap aja kayak gitu. Bagusan yang sebelumnya, karena yang sekarang lebih ribet pula mesan tiketnya.","Negatif"
"Servernya diperbaiki jangan hanya tampilan diperbarui malah tambah berat","Negatif"
"Setelah update jadi lemot, untuk buka aplikasinya aja lamaa bgt, tampilan antarmukanya bagusan yang sebelumnya. Tolong di perbaiki","Negatif"
"Secara tampilan oke, masalah sistem jauh sama yang lama. Lemot banget min, kukira jaringan yg lemot ternyata bukan sampe restart hp berkali-kali Mau pesen malah jadi seribet ini. Mending yang lama","Positif"
"lebih buruk dari aplikasi sebelumnya, aplikasi baru walaupun tampilannya bagus, tapi sangat lamban dan sering error, kita yang butuh tiket cepat jd terhambat.","Positif"
"Tampilan baru malah down grade, tiap buka aplikasi harus login ulang, fokus ajalah sama KA ga usah ikut aplikasi jualan tiket lainnya","Negatif"
"Aplikasi apaan ini kok makin gak jelas, makin parah lemot, tampilannya juga gak jelas","Negatif"
"Aplikasi yang baru tidak efektif dalam pemilihan kursi. Tampilan kursi mending di aplikasi yang lama lebih efektif dan efisien","Negatif"
"Aplikasi dengan tampilan terbaru malah error. Gak bisa dibuka, padahal lagi buru2 pesan tiket. Parah banget sih.","Negatif"
"Mohon maaf saya tidak tertarik dengan tampilan barunya. Hanya secara visual saja terlihat fresh, namun secara experience lebih rumit, ruwet, dan lemot. Mohon kembalikan pada versi sebelumnya, berkaca seperti BCA yang tidak memperbarui karena sudah dirasa nyaman, KAI Access juga harusnya seperti itu. Seriusan salah satunya dari pilih kereta, untuk apa ada dropdown, trus milih kursi harus scroll ke bawah, ga nyaman. Versi sebelumnya lebih simpel but gold. Coba lah evaluasi kembali","Negatif"
"Jarang banget ngasi Ulasan gini, tp ini fix super lemot banget, kukira semakin baik, eh cuma tampilannya doang, masa mau buka apk aja lemot poll, kalo kek gini, kan gak bisa bur"" buka pas mau scan barcode ya","Positif"
"Setelah update malah gabisaÂ² masuk, memang dr segi tampilan makin oke tapi performanya makin buruk","Positif"
"Tampilan baru malah semakin buruk..semakin lemot!","Negatif"
"semenjak update jadi berat tampilan ui juga ga nyaman","Negatif"
"Tampilan emang bagus. Tapi loading nya jadi lemot. Bagusan yang dulu min. Yang sekarang info makin lengkap tapi aplikasii makin lemot","Positif"
"Update aplikasi kok malah jd bikin susah, tampilannya bikin pusing tambah repot lg scan barcode qris ga bs di download terus.. masa harus pake 2 hp.. kecewaaa ðŸ˜“ðŸ˜“","Negatif"
"Update malah jadi gk jelas tampilanya. Logo tidak mencerminkan KAI(Kenapa yang digedin malah tulisan ACCESSnya daripada KAI ??). Tampilan pemilihan kereta jelek banget, ngikut2 OTA. Mending balikin yang lama aja kelihatan gede nama kereta & harganya.","Negatif"
"tampilan lama lebih ramah terhadap pengguna","Negatif"
"Cari tiket nya jadi sedikit menyusahkan, harus drop down dulu, kurang jelas tiket mana yg available, lebih jelas tampilan di versi sblm nya.. dan jadi tidak bisa sorting tiket yg available menurut harga,dsb.. Yg tersorting hanya judul besar tiket.. saran nya mungkin dikembalikan saja tampilan tiket nya seperti versi sebelumnya, menurut saya itu sudah sangat jelas","Negatif"
"Lagi capek-capeknya idup liat ini tambah capek || Access by KAI Di update tampilannya malah bikin terkecohhðŸ˜®â€ðŸ’¨dikira masihh ada ternyata harus dibuka dulu biar bisa liat tiketnya masih ato uda abis ðŸ« lebih ribet ga sii menurutku ya.. Jangan di judge karna pendapat orang bedaÂ² ðŸ˜†","Negatif"
"Mending yang versi lama min simple, abis di update tampilannya jadi gaenak mana error mulu lagi","Negatif"
"SAYA GK SUKA TAMPILAN SEKARANG TAMPILAN SKRNG MALAH BIKIN RIWEH+ DIKIT"" SUKA KELUAR+LEMOTTT,TRS YG BIASANYA PESEN TIKET CPT SKRNG MALAH HARUS PENCET INI ITU DLU. PLEASE AYO BALIKIN TAMPILAN YANG KAYA DULUUUUU LAGII","Negatif"
"tampilan ok pemesanan cepat lgsung dapat","Negatif"
"Ki diupdate tampilan e nyar apik2 lakok ra kenek dibuka pye to ki min","Negatif"
"Tampilan Baru Dari KAI Access, Tampilan Yng User Frandly, Walau Masih Sedikit Bug, Semoga Dengan Tampilan Baru Lebih Satset dan Mudah Dalam Memesan Tiket, Dan Yang Paling Penting Banyak Metode Pembayrannya.","Positif"
"Kenapa ya habis update kok loading awalnya lama banget.....trs tampilan tiket ndk langsung ketahuan tiket tinggal berapa hari klik sekali lagi baru ketahuan","Negatif"
"Tampilan barunya malah bikin bingung","Negatif"
"fitur dan tampilan memang baru, tapi dari segi penggunaan benerÂ² kurang banget, buat buka aja loading nya lemot setengah mati, perlu ditingkatin lagi","Konflik"
"Sejauh ini mudah digunakan dengan tampilan access baru, tapi tolong diperbaiki tampilan kai antarkota ngga bisa diklik dibagian bawahnya krn tampilannya ngga full dan aplikasi sering berhenti sendiri, terima kasih atensinya, mohon segera dilakukan perbaikan sehingga bisa pesan tiket antarkota dgn mudahðŸ™","Positif"
"Tampilan emang have fun and youth. Fasilitas lebih banyak tapi masih belum berfungsi. Tapi namanya jadi tidak spesial. Orang lebih mudah mencari KAI dari pada Access. Nama Kai Access lebih keren dan spesial menunjukkan identitas aplikasi pesan tiket kereta api. Lah kalo ACCESS ini maknanya apa? Revamp ya revamp. Tapi gak jadi lebih aneh gitu. Jadi inget bikin stasiun tapi lupa buat jalan akses. Kan aneh. Mmm mungkin mau buat kayak LIVIN by mandiri","Positif"
"Sebenarnya tampilan ini lebih fresh, cuman kalo yg kemarin lebih mudah dan efisien. Kenapa fitur yg seperti kemarin dihilangkan, seperti filter yg dulu lebih variatif dan bisa dipilih sekaligus 2 atau lebih. Sekarang cuman bisa satu saja","Konflik"
"tampilan baru kirain aplikasi tambah bagus eh ternyata makin jelek, ga bisa login lagi katanya idnum already exist, kalo kayak gini gimana mau pesan tiketnya lagi?jadi ga guna aplikasinya","Negatif"
"Tampilan baru memang terlihat fresh, tapi ya ampun gak selama ini juga loadingnya dong","Positif"
"Tampilan baru tapi kualitan buruk syekali ,mau masuk aja susah gimna mau mesen tiket .. Gimana sih ? Ini kan mau plg kerja susah mana gak bisa beli karcis langsung ribet bgt deh","Negatif"
"Jadi ga ramah tampilan user interface nya","Negatif"
"aplikasi gajelas, udah bener kemaren, malah update, masuk kaga bisa, otp ga keluar keluar. bagus sih bagus tampilannya, tpi klo akun gbisa masuk buat apa?","Positif"
"Menyebalkan, tampilan terbaru aplikasi jelek. Tiba2 log out, mau log in lagi susah, sudah dua kali instal ulang","Negatif"
"Updatean aplikasiny lemot bener di buka Kai accessny, masih enakan tampilan yg lama sebelum apdet.","Negatif"
"Setelah update tampilan lebih colourfull lebih lengkap bahkan jadwal commuterline..","Positif"
"Update terbaru, tampilan terbaru,bukanya memperbaiki,malah mempersulit, tiket udah habis ngapain masih pada nongol.. lbh suka tampilan yg lama ,simpel dan tidak beribet","Negatif"
"Fitur menjadi lengkap namun sangat sulit untuk mengoprasikan. Fitur jadi tambah ribet gak efisien, masih enak apk sebelum update. Gak ada fitur filter nama kereta, tampilan jadi buruk banget, lemot banget, jadi gak fokus apk khusus KAI.","Negatif"
"Sangat menarik dari sisi tampilan dan lebih akurat dalam menyampaikan informasi Perjalanan kereta api","Positif"
"Jujur aja lebih bagus dan simpel versi yang lama min.untuk versi terbaru aneh banget tampilan nya bikin bingung dan malah lebih ribet.tolong di perbaiki kalo perlu di bikin tampilan seperti versi yang lama aja.nanti saya tambah bintang nya.","Negatif"
"Bagus tampilan awal lebih mudah","Negatif"
"Djupdate makin lemot mending aplikasi yg lama, tampilannya oke tapi parah lemot bgt","Positif"
"Maaf bintang 1 setelah updet, karena klo mau pilih tiket malah nampilin semua relasi tp harus buka satu per satu buat liat ketersediaan, waktunya lama, mending kaya yang awal tampilan langsung direct ke yg tersedia","Negatif"
"Loading buka aplikasi terlalu lama, untuk jadwal KRL lebih enak tampilan yang dulu karena bisa lihat jadwal jam seluruh stasiun. Mohon untuk dibenahi lagi kalau bisa ditampilkan jam nya full seluruh stasiun tanpa harus lihat satu satu manual.","Negatif"
"Kog buka apk dengan tampilan baru, layar jadi gelap dan lama sekali untuk buka nya...? Kenapa dengan apk ini, untuk buka saja lama banget sampai 5 menit gk terbukaÂ²... Tolong respon dong min..","Negatif"
"Setelah di upgrade tampilan baru bukan nya makin baik malah makin buruk apk payah....","Negatif"
"Aplikasi dengan tampilan baru malah sering eror.. Masih enakan aplikasi yg lama","Negatif"
"POIN PENTING REVIEW KAI ACCESS > ACCESS BY KAI 1. Dari semua yg paling mencolok adalah fitur pemesanan opsi RAILFOOD dan LAYANAN LAINNYA seharusnya tidak perlu masuk, biarkan itu dipesan sendiri. Karena menurut saya jadi tidak efisien saat masa hari raya yang trafic pemesanan tiket padat, apalagi jika dikejar waktu. 2. Kemudian pemilihan kursi, tampilan denah kursi terlalu besar sehingga harus scroll lama dan tidak ramah penggunaan, begitu kiga dengan opsi gerbong yang ada dibawah seperti itu.","Negatif"
"Bagus nih, tampilan enak diliat dan enteng juga apk nya ga berat","Positif"
"Tampilan masih enak dulu . Tampilan sekarang kayak pelangi, perpaduan warna kurang cocok","Negatif"
"Tampilan oke lah menarik ,karna ngga baca ulasan yg pernah upgrade ,saya main upgrade aja , imbas nya saya yg buru buru jadi ketinggalan waktu sama kereta, karna lemot nya apk, dan semua rencana ketetran , makasih ðŸ™ðŸ»","Positif"
"Begitu buka aplikasinya layar blank. Semakin buruk tampilannya.","Negatif"
"Tampilan baru. Bukan lebih mempermudah tapi lebih mempersulit. Kasian kalo orang awam untuk melakukan pemesanan lewat apk kai access.","Negatif"
"Terima kasih, akhirnya bisa terupdate juga, tampilan UI nya mengkeren dari sebelumnya ðŸ‘","Positif"
"Sy lebih suka tampilan KAI mobile yang lama! Tampilan yang baru ini setelah di upgrafe jadi lwbih ribet , ga sesimple seperti sebelumnya. apk KAI yg sblmnya kalau tiket sudh habis ga ada di tampilkan di bagian list. Sekarang ini , udh habis pun tiket nya tp masi aja muncul di bagian list -_-","Negatif"
"Tampilannya lebih suka yang dulu Lebih iconic ðŸ™ƒ","Negatif"
"Thanks tampilan baru lebih intuitif","Positif"
"Tampilan jauh lebih baik dengan fitur unggulan terbarunya yang menarik","Negatif"
"tampilan interface tidak ramah setelah update","Negatif"
"Msh blm familiar dengan tampilan barunya","Negatif"
"Sudah update & uninstall ulang tp ko tampilan aplikasi nya masi yg lama aneh bgt.","Negatif"
"Sangat menyenangkan... Tapi tampilannya masih tetap seperti yang dulu","Positif"
"Tampilan baru. Tp kok tambah error. Log in ulang,Mau coba pesan tiket. Harus upgrade. Basic member. Sudah diikuti langkahnya. Malah gk bisa, muncul tulisan idnum has already exist. Padahal sdh benar mengisinya. Lah trus gmn ini","Negatif"
"Update an sekarang kok begini amat ya... Mau buka apk nya aja lama bener loading nya... Tampilan bagus tapi loading buka apk nya nunggu lebaran gajah... Mending yang lama cepet buka akses nya...","Positif"
"Tampilan jadi semakin bagus. sebelum di Update sering Lemot, setelah di Update untuk akses ke semua Fitur lancar jaya. Fitur untuk Commuter Line lebih lancar dibandingkan via aplikasi C Acces.","Positif"
"Setelah update malah seperti kurang simpel,kalau mau lihat tiket yg tersedia harus klik dulu karena yg tertera hanya harga terendahnya tp blm tentu harga itu yg tersedia padahal di versi sebelumnya kita tinggal scroll saja,isian stasiun hrs isi ulang lg setelah keluar padahal diaplikasi sebelumnya tdk hilang,untuk pilihan antarkota dan lokal harus klik back dulu padahal sebelumnya tinggal klik disebelahnya saja..untuk pesan tiket jd makin lama krn banyak yg hrs di klik..","Negatif"
"Beberapa hari lalu ada pemberitahuan otomatis update aplikasi... Setelah update malah gak bisa dipake... Udah uninstall berkali2... Login ulang berkali2... Restart HP berkali2 tetep aja gak bisa... Masih sampek menu data diri sudah ada pemberitahuan kadaluwarsa... ""Masa pemesanan anda telah habis silakan melakukan pemesanan ulang"".... Laaah pesan aja beluuum...","Negatif"
"apaan nih?habis update malah jadi bikin bingung saat pesan tiket..gak langsung keliatan mana tiket yg tersedia dan mana yg habis.hrus dibuka dlu nama keretanya..","Negatif"
